,laptop_ID,Company,Product,TypeName,Inches,Ram,Weight,Price,Operating_System,Touchscreen,Gpu_Brand,Memory_Type,Primary_Storage,Cpu_Brand,Cpu_Speed,Resolution_Width,Resolution_Height,Price_range
543,550,Acer,Aspire 7,Gaming,15.6,8,2.4,798,Linux,No,Nvidia,HDD,1TB,Intel,2.5,1920,1080,0-1k
544,551,Asus,VivoBook X540YA-XX519T,Notebook,15.6,4,2,349,Windows,No,AMD,HDD,500GB,AMD,1.8,1366,768,0-1k
545,552,HP,ProBook 450,Notebook,15.6,4,2.1,706,Windows,No,Intel,SSD,128GB,Intel,2.4,1920,1080,0-1k
546,553,Lenovo,ThinkPad E470,Notebook,14.0,4,1.87,785,Windows,No,Intel,HDD,500GB,Intel,2.5,1920,1080,0-1k
547,554,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,4,2.15,462,N/A,No,Intel,HDD,1TB,Intel,2.3,1920,1080,0-1k
548,555,HP,250 G6,Notebook,15.6,4,1.86,397,Windows,No,Intel,HDD,500GB,Intel,2.0,1920,1080,0-1k
549,556,Lenovo,ThinkPad T570,Notebook,15.6,8,1.99,1729,Windows,No,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
550,557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,2.2,499,Windows,No,Intel,SSD,128GB,Intel,2.0,1920,1080,0-1k
551,558,Dell,Latitude 5580,Notebook,15.6,8,1.9,1117,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
552,559,Dell,Alienware 17,Gaming,17.3,16,4.42,2699,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
553,560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,2.65,544,Windows,No,Intel,HDD,1TB,Intel,2.0,1600,900,0-1k
554,561,HP,ProBook 470,Notebook,17.3,8,2.63,1280,Windows,No,Nvidia,HDD,1TB,Intel,2.7,1920,1080,1k-2k
555,562,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,4,2,224,Linux,No,Intel,HDD,500GB,Intel,1.1,1366,768,0-1k
556,563,Mediacom,SmartBook 130,Notebook,13.3,4,1.35,255,Windows,No,Intel,Flash Storage,32GB,Intel,1.44,1920,1080,0-1k
557,564,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,2.8,949,Windows,No,Nvidia,SSD,128GB,Intel,2.7,1600,900,0-1k
558,565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,6,1.91,569,Windows,No,AMD,SSD,128GB,AMD,2.5,1920,1080,0-1k
559,566,Dell,Vostro 3568,Notebook,15.6,4,2.18,618,Windows,No,AMD,HDD,1TB,Intel,2.0,1366,768,0-1k
560,567,Acer,Spin SP111-31,2 in 1 Convertible,11.6,4,1.25,349,Windows,Yes,Intel,Flash Storage,32GB,Intel,2.0,1920,1080,0-1k
561,568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,4,2.05,630,Windows,No,Intel,SSD,128GB,Intel,2.7,1920,1080,0-1k
562,569,HP,EliteBook 1030,Ultrabook,13.3,16,1.16,1965,Windows,Yes,Intel,SSD,512GB,Intel,1.2,3200,1800,1k-2k
563,570,Lenovo,Thinkpad P71,Notebook,17.3,8,3.4,2999,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
564,571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,8,2.5,839,Windows,No,Nvidia,SSD,128GB,Intel,2.5,1920,1080,0-1k
565,572,Dell,XPS 13,Ultrabook,13.3,8,1.21,1599,Windows,Yes,Intel,SSD,128GB,Intel,1.6,3840,2160,1k-2k
566,573,Dell,Latitude 5580,Notebook,15.6,4,1.93,959,Windows,No,Intel,HDD,500GB,Intel,2.6,1366,768,0-1k
567,574,Fujitsu,Lifebook A557,Notebook,15.6,8,2.2,739,Windows,No,Intel,HDD,1TB,Intel,2.5,1366,768,0-1k
568,575,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,2.2,344,Windows,No,Intel,HDD,500GB,Intel,1.1,1920,1080,0-1k
569,576,Lenovo,ThinkPad L470,Notebook,14.0,4,2.02,990,Windows,No,Intel,HDD,500GB,Intel,2.5,1366,768,0-1k
570,577,HP,ZBook 17,Workstation,17.3,8,3.14,1861,Windows,No,Nvidia,HDD,500GB,Intel,2.8,1600,900,1k-2k
571,578,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,8,1.94,389,Windows,No,Intel,HDD,2TB,Intel,1.6,1366,768,0-1k
572,579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,6,1.95,649,Windows,No,AMD,SSD,256GB,AMD,3.0,1920,1080,0-1k
573,580,Lenovo,Thinkpad E570,Notebook,15.6,8,2.3,830,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
574,581,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,4,2.05,685,Windows,No,Intel,HDD,500GB,Intel,1.6,1920,1080,0-1k
575,582,Mediacom,SmartBook 141,Notebook,14.0,4,1.4,249,Windows,No,Intel,SSD,32GB,Intel,1.44,1920,1080,0-1k
576,583,Toshiba,Tecra X40-D-10H,Ultrabook,14.0,16,1.24,1865,Windows,Yes,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
577,584,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,32,4.6,2663,Windows,No,Nvidia,SSD,256GB,Intel,2.7,1920,1080,2k-3k
578,585,MSI,GT73VR Titan,Gaming,17.3,16,4.14,2729,Windows,No,Nvidia,SSD,512GB,Intel,2.9,1920,1080,2k-3k
579,586,Dell,Inspiron 3567,Notebook,15.6,8,2.2,749,Linux,No,AMD,SSD,256GB,Intel,2.7,1920,1080,0-1k
580,587,Mediacom,SmartBook Edge,Notebook,14.0,4,1.45,389,Windows,No,Intel,SSD,32GB,Intel,1.1,1920,1080,0-1k
581,588,Dell,Latitude 5580,Notebook,15.6,8,1.9,1009,Windows,No,Intel,HDD,500GB,Intel,2.6,1366,768,1k-2k
582,589,HP,ProBook 430,Notebook,13.3,4,1.49,719,Windows,No,Intel,SSD,128GB,Intel,2.4,1920,1080,0-1k
583,590,Dell,Latitude 5580,Notebook,15.6,16,1.93,1537,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
584,591,Dell,Chromebook 11,Netbook,11.6,4,1.26,295,Other,No,Intel,Flash Storage,16GB,Intel,1.6,1366,768,0-1k
585,592,MSI,GT80S 6QE,Gaming,17.3,16,4.5,2349,Windows,No,Nvidia,SSD,128GB,Intel,2.7,1920,1080,2k-3k
586,593,HP,Omen 17-AN010nv,Gaming,17.3,16,3.78,1498,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
587,594,Lenovo,Thinkpad T460s,Ultrabook,14.0,12,1.4,1673,Windows,No,Intel,SSD,256GB,Intel,2.6,1920,1080,1k-2k
588,595,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,12,2.2,609,Windows,Yes,Intel,HDD,1TB,Intel,1.8,1366,768,0-1k
589,596,Asus,ROG Strix,Gaming,17.3,8,2.73,1770,Windows,No,Nvidia,SSD,128GB,Intel,2.5,1920,1080,1k-2k
590,597,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,8,2.2,739,Windows,Yes,Intel,HDD,1TB,Intel,2.5,1366,768,0-1k
591,598,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,2.2,949,Windows,No,AMD,SSD,512GB,AMD,3.6,1920,1080,0-1k
592,599,Dell,Inspiron 3179,2 in 1 Convertible,11.6,4,1.39,603,Windows,Yes,Intel,SSD,128GB,Intel,1.0,1366,768,0-1k
593,600,Samsung,Notebook Odyssey,Notebook,15.6,16,2.5,1699,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
594,601,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,4,2.8,529,N/A,No,Intel,HDD,500GB,Intel,2.0,1920,1080,0-1k
595,602,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,8,2.29,459,Windows,No,Intel,HDD,1TB,Intel,2.3,1366,768,0-1k
596,603,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,1.37,2025,Windows,Yes,Intel,SSD,512GB,Intel,2.7,1920,1080,2k-3k
597,604,Lenovo,Thinkpad T470p,Notebook,14.0,8,1.7,1474,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
598,605,Dell,Latitude 5289,2 in 1 Convertible,12.5,8,1.34,1670,Windows,Yes,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
599,606,Dell,Precision 3520,Workstation,15.6,8,2.06,1763,Windows,Yes,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
600,607,HP,EliteBook 850,Notebook,15.6,8,1.84,1219,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
601,608,HP,ProBook 450,Notebook,15.6,4,2.1,668,Windows,No,Intel,HDD,500GB,Intel,2.4,1366,768,0-1k
602,609,Acer,Aspire 1,Notebook,14.0,4,1.6,329,Windows,No,Intel,Flash Storage,32GB,Intel,1.1,1920,1080,0-1k
603,610,MSI,Laptop MSI,Gaming,17.3,16,4.14,2199,Windows,No,Nvidia,SSD,128GB,Intel,2.7,1920,1080,2k-3k
604,611,Dell,Vostro 3568,Notebook,15.6,4,2.18,465,Linux,No,AMD,HDD,1TB,Intel,2.0,1366,768,0-1k
605,612,MSI,GS63VR 7RF,Gaming,15.6,16,1.8,2299,Windows,No,Nvidia,SSD,256GB,Intel,2.8,3840,2160,2k-3k
606,613,Toshiba,Tecra Z50-C-144,Notebook,15.6,8,2.2,1399,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
607,614,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,2.4,564,Windows,No,Intel,HDD,1TB,Intel,2.5,1920,1080,0-1k
608,615,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8,2,1299,Windows,Yes,Intel,SSD,256GB,Intel,2.8,1920,1080,1k-2k
609,616,Acer,Swift SF114-31-P5HY,Notebook,14.0,4,1.6,349,Windows,No,Intel,Flash Storage,128GB,Intel,1.6,1366,768,0-1k
610,617,Lenovo,Thinkpad P51,Notebook,15.6,32,2.5,4899,Windows,No,Nvidia,SSD,1TB,Intel,3.1,3840,2160,4k-5k
611,618,Dell,Inspiron 7559,Gaming,15.6,16,2.59,879,Windows,No,Nvidia,HDD,1TB,Intel,2.6,1920,1080,0-1k
612,619,Dell,Vostro 3568,Notebook,15.6,4,2.18,444,Linux,No,Intel,HDD,1TB,Intel,2.0,1366,768,0-1k
613,620,Dell,Inspiron 3567,Notebook,15.6,4,2.25,359,Linux,No,Intel,HDD,1TB,Intel,2.0,1366,768,0-1k
614,621,Dell,Latitude 5580,Notebook,15.6,4,1.93,869,Linux,No,Intel,HDD,500GB,Intel,2.6,1366,768,0-1k
615,622,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,8,3,1168,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
616,623,Dell,Vostro 3568,Notebook,15.6,4,2.18,569,Linux,No,AMD,SSD,128GB,Intel,2.5,1920,1080,0-1k
617,624,HP,EliteBook 850,Ultrabook,15.6,8,1.84,1389,Windows,No,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
618,625,MSI,GT62VR 7RE,Gaming,15.6,16,2.94,2268,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
619,626,Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,4,1.25,379,Other,Yes,Intel,Flash Storage,32GB,Intel,1.6,1366,768,0-1k
620,627,HP,ProBook 650,Notebook,14.0,8,2.31,1124,Windows,No,Intel,SSD,256GB,Intel,2.6,1366,768,1k-2k
621,628,Lenovo,ThinkPad T470,Notebook,14.0,8,1.65,1465,Windows,No,Intel,SSD,256GB,Intel,2.3,1920,1080,1k-2k
622,629,Dell,Inspiron 5570,Notebook,15.6,4,2.2,776,Windows,No,AMD,HDD,1TB,Intel,1.6,1920,1080,0-1k
623,630,Fujitsu,LifeBook A557,Notebook,15.6,8,2.2,799,Windows,No,Intel,SSD,256GB,Intel,2.5,1366,768,0-1k
624,631,HP,EliteBook 850,Notebook,15.6,4,1.88,932,Windows,No,Intel,HDD,500GB,Intel,2.3,1366,768,0-1k
625,632,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,2.2,899,Windows,No,Nvidia,HDD,1TB,Intel,2.7,1920,1080,0-1k
626,633,Mediacom,SmartBook 140,Notebook,14.0,2,1.4,239,Windows,No,Intel,Flash Storage,32GB,Intel,1.44,1920,1080,0-1k
627,634,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,2.2,468,N/A,No,Intel,SSD,128GB,Intel,2.5,1920,1080,0-1k
628,635,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,6,1.5,639,Windows,Yes,Intel,HDD,1TB,Intel,2.5,1920,1080,0-1k
629,636,Dell,XPS 15,Notebook,15.6,8,2,1820,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
630,637,Asus,ZenBook 3,Ultrabook,14.0,16,1.1,1900,Windows,No,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
631,639,Dell,Inspiron 7567,Gaming,15.6,16,2.62,1479,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
632,640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,4,1.8,829,Windows,No,Intel,SSD,256GB,Intel,1.6,1920,1080,0-1k
633,641,Lenovo,Ideapad 320-15ISK,Notebook,15.6,4,2.2,579,Windows,No,Nvidia,HDD,1TB,Intel,2.0,1920,1080,0-1k
634,642,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,8,2,399,Windows,No,Intel,HDD,1TB,Intel,1.1,1366,768,0-1k
635,643,Asus,VivoBook Pro,Notebook,15.6,8,1.99,907,Windows,No,Nvidia,HDD,1TB,Intel,2.5,1920,1080,0-1k
636,644,Dell,XPS 13,Ultrabook,13.3,8,1.23,1869,Windows,Yes,Intel,SSD,256GB,Intel,1.6,3200,1800,1k-2k
637,645,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,2,1.42,249,Windows,No,Intel,Flash Storage,32GB,Intel,1.6,1366,768,0-1k
638,646,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,8,1.37,1757,Windows,Yes,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
639,647,Dell,XPS 15,Notebook,15.6,16,2.06,2399,Windows,Yes,Nvidia,SSD,1TB,Intel,2.8,3840,2160,2k-3k
640,648,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.5,1109,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
641,649,HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,8,2.6,521,Windows,No,AMD,HDD,1TB,AMD,3.0,1600,900,0-1k
642,650,Lenovo,ThinkPad X1,Ultrabook,14.0,16,1.14,2450,Windows,No,Intel,SSD,512GB,Intel,2.7,1920,1080,2k-3k
643,651,Asus,ROG GL553VE-FY022,Gaming,15.6,8,2.5,1169,N/A,No,Nvidia,HDD,1TB,Intel,2.8,1920,1080,1k-2k
644,652,Acer,Extensa EX2540,Notebook,15.6,4,2.4,450,Windows,No,Intel,HDD,500GB,Intel,2.0,1366,768,0-1k
645,653,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,4,1.43,274,Windows,No,Intel,Flash Storage,32GB,Intel,1.6,1366,768,0-1k
646,654,Acer,Swift 3,Ultrabook,14.0,8,1.8,919,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
647,655,Razer,Blade Pro,Gaming,14.0,16,1.95,2599,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
648,656,Toshiba,Portege Z30-C-16J,Notebook,13.3,8,1.2,1213,Windows,No,Intel,SSD,256GB,Intel,2.3,1920,1080,1k-2k
649,657,Lenovo,Thinkpad X270,Ultrabook,12.5,8,1.36,1584,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
650,658,Asus,ROG G701VI,Gaming,17.3,32,3.8,2799,Windows,No,Nvidia,SSD,512GB,Intel,2.7,1920,1080,2k-3k
651,659,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,8,2.4,709,Linux,No,Nvidia,HDD,1TB,Intel,2.5,1920,1080,0-1k
652,660,Dell,XPS 13,Ultrabook,13.3,8,1.2,1450,Windows,No,Intel,SSD,256GB,Intel,1.6,1920,1080,1k-2k
653,661,MSI,GL62M 7REX,Gaming,15.6,8,2.2,1192,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
654,662,HP,250 G6,Notebook,15.6,4,1.86,365,N/A,No,Intel,HDD,500GB,Intel,2.0,1366,768,0-1k
655,663,Toshiba,Tecra A50-D-11M,Notebook,15.6,8,2.0,1064,Windows,No,Intel,HDD,500GB,Intel,2.5,1920,1080,1k-2k
656,664,Dell,Inspiron 5570,Notebook,15.6,8,2.2,919,Windows,No,AMD,SSD,256GB,Intel,1.8,1920,1080,0-1k
657,665,Dell,Inspiron 5570,Notebook,15.6,16,2.2,1135,Windows,No,AMD,SSD,256GB,Intel,1.8,1920,1080,1k-2k
658,666,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,8,3.31,1196,Windows,No,Nvidia,SSD,128GB,Intel,2.6,1920,1080,1k-2k
659,667,Dell,Alienware 17,Gaming,17.3,32,4.42,3147,Windows,No,Nvidia,SSD,512GB,Intel,2.8,3840,2160,3k-4k
660,668,Dell,Latitude E7470,Notebook,14.0,8,1.56,1229,Windows,No,Intel,SSD,256GB,Intel,2.4,1920,1080,1k-2k
661,669,Lenovo,Ideapad 320-15IAP,Notebook,15.6,4,2.2,419,Windows,No,Intel,HDD,500GB,Intel,1.1,1366,768,0-1k
662,670,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,2.2,535,Windows,No,Intel,HDD,500GB,Intel,2.3,1920,1080,0-1k
663,671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,6,2.04,539,Windows,No,AMD,HDD,1TB,Intel,2.0,1920,1080,0-1k
664,672,MSI,GP72VR Leopard,Gaming,17.3,8,2.7,1487,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
665,673,Toshiba,Satellite Pro,Notebook,15.6,4,2.1,498,Windows,No,Intel,SSD,128GB,Intel,2.1,1366,768,0-1k
666,674,Dell,Latitude 3580,Notebook,15.6,8,2.06,955,Windows,No,Intel,HDD,1TB,Intel,2.5,1920,1080,0-1k
667,675,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,8,2.1,745,Windows,No,AMD,HDD,1TB,Intel,2.7,1920,1080,0-1k
668,676,Toshiba,Tecra Z50-D-10E,Notebook,15.6,8,2.0,1258,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
669,677,Acer,Aspire 3,Notebook,15.6,4,2.1,412,Linux,No,Intel,SSD,128GB,Intel,2.0,1366,768,0-1k
670,678,Microsoft,Surface Laptop,Ultrabook,13.5,8,1.252,1868,Windows,Yes,Intel,SSD,256GB,Intel,2.8,2256,1504,1k-2k
671,679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,8,1.90,818,Windows,No,AMD,SSD,128GB,Intel,2.5,1920,1080,0-1k
672,680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,8,1.3,1034,Windows,Yes,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
673,681,Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,2.2,349,Windows,No,AMD,SSD,128GB,AMD,2.2,1366,768,0-1k
674,682,HP,Pavilion X360,2 in 1 Convertible,14.0,4,1.63,699,Windows,Yes,Nvidia,SSD,128GB,Intel,2.4,1920,1080,0-1k
675,683,MSI,GP62 7RDX,Gaming,15.6,16,2.4,1294,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
676,684,Asus,Zenbook 3,Ultrabook,14.0,8,1.1,1135,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
677,685,HP,Chromebook X360,2 in 1 Convertible,11.6,8,1.4,495,Other,Yes,Intel,Flash Storage,64GB,Intel,1.1,1366,768,0-1k
678,686,LG,Gram 15Z975,Ultrabook,15.6,8,1.09,2299,Windows,No,Intel,SSD,512GB,Intel,1.8,1920,1080,2k-3k
679,687,Acer,Aspire VX5-591G,Gaming,15.6,16,2.5,1299,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,1k-2k
680,688,MSI,GV62M 7RD,Gaming,15.6,8,2.2,998,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
681,689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4,1.86,419,Windows,No,Intel,SSD,128GB,Intel,1.1,1366,768,0-1k
682,690,Dell,Alienware 15,Gaming,15.6,16,3.21,2051,Windows,No,Nvidia,SSD,128GB,Intel,2.5,1920,1080,2k-3k
683,691,HP,17-bs000nv I3,Notebook,17.3,4,2.5,699,Windows,No,AMD,SSD,256GB,Intel,2.0,1920,1080,0-1k
684,692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,8,1.19,1499,Windows,Yes,Intel,SSD,512GB,Intel,1.8,1920,1080,1k-2k
685,693,Dell,Alienware 15,Gaming,15.6,16,3.49,2814,Windows,No,Nvidia,SSD,256GB,Intel,2.9,1920,1080,2k-3k
686,694,HP,250 G6,Notebook,15.6,4,1.86,613,Windows,No,AMD,HDD,500GB,Intel,2.5,1366,768,0-1k
687,695,Dell,Inspiron 3567,Notebook,15.6,4,2.2,546,Windows,No,AMD,HDD,1TB,Intel,2.0,1366,768,0-1k
688,696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,6,2.65,569,Windows,No,AMD,HDD,2TB,AMD,2.4,1920,1080,0-1k
689,697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4,2.1,318,Windows,No,Intel,HDD,500GB,Intel,1.6,1366,768,0-1k
690,698,Acer,Chromebook 14,Notebook,14.0,4,1.45,375,Other,No,Intel,Flash Storage,32GB,Intel,1.6,1366,768,0-1k
691,699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,4,1.7,699,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
692,700,HP,ZBook 17,Workstation,17.3,8,3.14,1908,Windows,No,Nvidia,HDD,500GB,Intel,2.8,1920,1080,1k-2k
693,701,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,1.42,2590,Windows,Yes,Intel,SSD,256GB,Intel,2.7,2560,1440,2k-3k
694,702,Toshiba,Satellite Pro,Notebook,13.3,8,1.5,973,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
695,703,Acer,TravelMate B117-M,Netbook,11.6,4,1.4,269,Windows,No,Intel,Flash Storage,32GB,Intel,1.6,1366,768,0-1k
696,704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,16,1.38,1749,Windows,Yes,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
697,705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,4,1.2,669,Other,Yes,Intel,Flash Storage,64GB,Intel,0.9,1920,1080,0-1k
698,706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,16,1.36,1877,Windows,Yes,Intel,SSD,512GB,Intel,2.5,1920,1080,1k-2k
699,707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4,2.1,689,Windows,No,AMD,HDD,500GB,Intel,2.7,1920,1080,0-1k
700,708,Dell,Inspiron 5577,Gaming,15.6,8,2.56,819,Windows,No,Nvidia,HDD,1TB,Intel,2.5,1920,1080,0-1k
701,709,Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,2.2,399,Windows,No,AMD,SSD,256GB,AMD,2.9,1920,1080,0-1k
702,710,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,8,2.2,429,Windows,No,AMD,HDD,1TB,AMD,3.6,1366,768,0-1k
703,711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4,2.1,621,Windows,No,Intel,HDD,1TB,Intel,2.5,1920,1080,0-1k
704,712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4,1.90,450,N/A,No,Intel,HDD,500GB,Intel,2.0,1366,768,0-1k
705,713,Dell,Vostro 5568,Notebook,15.6,8,2.18,795,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
706,714,Acer,Spin 5,2 in 1 Convertible,13.3,8,1.6,999,Windows,Yes,Intel,SSD,256GB,Intel,1.6,1920,1080,0-1k
707,715,Lenovo,ThinkPad P51s,Workstation,15.6,16,2.18,1855,Windows,No,Nvidia,SSD,512GB,Intel,2.5,1920,1080,1k-2k
708,716,Lenovo,Thinkpad T460p,Notebook,14.0,8,1.8,1191,Windows,No,Intel,SSD,256GB,Intel,2.3,1920,1080,1k-2k
709,717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,6,2.71,655,Windows,No,AMD,HDD,2TB,AMD,2.5,1920,1080,0-1k
710,718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.5,1249,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
711,719,Dell,Latitude 5480,Notebook,14.0,8,1.64,1089,Linux,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
712,720,Dell,Vostro 5568,Notebook,15.6,8,1.98,726,Linux,No,Intel,HDD,1TB,Intel,2.5,1920,1080,0-1k
713,721,Asus,VivoBook E403NA,Notebook,14.0,4,1.5,298,Windows,No,Intel,Flash Storage,32GB,Intel,1.1,1920,1080,0-1k
714,722,Dell,Latitude 5580,Notebook,15.6,16,1.93,1427,Windows,No,Intel,SSD,512GB,Intel,2.6,1920,1080,1k-2k
715,723,Lenovo,Thinkpad E470,Notebook,14.0,8,1.87,857,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
716,724,Dell,Latitude 5580,Notebook,15.6,8,1.9,1179,Windows,No,Intel,SSD,256GB,Intel,2.6,1920,1080,1k-2k
717,725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4,2.19,298,Windows,No,AMD,HDD,500GB,AMD,2.0,1366,768,0-1k
718,726,Mediacom,Smartbook 142,Notebook,14.0,4,1.4,265,Windows,No,Intel,HDD,32GB,Intel,1.92,1920,1200,0-1k
719,727,HP,ProBook 470,Notebook,17.3,8,2.63,1200,Windows,No,Nvidia,SSD,256GB,Intel,2.7,1920,1080,1k-2k
720,728,Lenovo,ThinkPad X1,Ultrabook,14.0,8,1.17,1687,Windows,No,Intel,SSD,512GB,Intel,2.5,2560,1440,1k-2k
721,729,HP,Pavilion X360,2 in 1 Convertible,13.3,8,1.58,837,Windows,Yes,Intel,SSD,256GB,Intel,2.5,1366,768,0-1k
